id,date,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13
547612,2021-03-12,Köhnə tikili,5 / 4,45,2,Kupça,70000,Vasitəçi / Rieltor,"Nəsimi rayonu, 4-cü mikrorayonu, Qızıl-Tac şadlıq sarayının yaxınlığında, Fransız layihəli Köhnə tikili 5 mərtəbəli binanın 4-cü mərtəbəsində orta blokda yerləşən 2 otaqlı, ümumi sahəsi 45 kv/m olan, orta təmirli mənzil satılır. Sənədi Çıxarış (Kupça).",16,Bakı,Nəsimi rayonu,4-cü mikrorayon,metro. Memar Əcəmi
547609,2021-03-12,Yeni tikili,17 / 12,101,2,Kupça,121200,Vasitəçi / Rieltor,"QAZLİ VƏ ÇİXARİŞLİ!!!    Yeni tikili Şərifzadə kuçəsində İnşaatçilar metrosundan bir dayanacaq məsafədə yerləşir,mənzil təmirsizdir,əla proyektli,mərmər bloklar,3ədəd Siqma liftləri,yeralti qaraj,24saat muhafizə və kamera sistemi,və s.    ГАЗ И КУПЧАЯ ЕСТЬ!!!    Новостройка расположена по улице Шарифзаде недалеко от метро Иншаатчылар,квартира под маяк,с идеальной планировкой,мраморный блок,3скоростных лифта Сигма,подземный гараж,круглосуточная охрана и видеонаблюдения,т.д.",9,Bakı,Yasamal rayonu,metro. İnşaatçılar,""
547608,2021-03-12,Köhnə tikili,5 / 5,55,2,Kupça,128000,Vasitəçi / Rieltor,"Qaqarin körpüsü və Şah İsmayil Xətai m/s yanı, Afiyətdin Cəlilov kü çəsində, stalinka layihəli, daş binada 5/5 mərtəbəsi, ümumi sahəsi 55 kv.m. olan 2 otaqlı mənzil satılır. Əla təmir, mər kəzi istilik sistemi, quraşdırılmış mətbəx mebeli. Qazı, suyu, işığı daimi dir. Sənədləri qaydasındadır, KUPÇA VAR.  Около Гагаринского моста и м/с Шaх Исмаил Хатаи, по улице Афиятдин Джалилова, каменное здание , 5/5 этаж, проект сталинка, продаётся 2 комнатная квартира с общей площадью 55 кв.м.. отличный ремонт, центральная отоп ительная система. Газ, свет, вода постоянно. КУП ЧАЯ ИМЕЕТСЯ.",4,Bakı,Xətai rayonu,metro.  Xətai,""
547607,2021-03-12,Yeni tikili,17 / 17,600,4,Kupça,249000,Vasitəçi / Rieltor,"Binəqədi rayonu, Köhnə ABU universitetinin yaninda  QAZLI, KUPÇALI  4 otag  235 KV + 365 kv terras (isteyen terras üçün kupca ala bilər.  249000 AZN start qiymət.  17/17 ci mərtəbə",14,Bakı,Binəqədi rayonu,7-ci mikrorayon,metro. Azadlıq prospekti
547605,2021-03-12,Köhnə tikili,4 / 2,156,4,Kupça,295000,Vasitəçi / Rieltor,"Arxitekturnı bina həvəskarları üçün EKSKLÜZİV TƏKLİF!    Şəhərin düz mərkəzində - Səbail rayonu, Xaqani küçəsi - Hesablama Palatası, Çağteksin yanında, Rəşid Behbudov adına Mahnı teatrının arxasında yerləşən 4 mərtəbəli memarlıq binasının 2-ci mərtəbəsində ümumi sahəsi 156 kvm olan 4 otaqlı əla təmirli, gözəl mənzil 295000 manata satılır. Çıxarışda mənzilin sahəsi 107kvm yazılıb, ancaq ümumilikdə 156dır. Qaz, su, işıq daimidir, kombi var. Tavanın hündürlüyü 4 metrə bərabərdir.",10,Bakı,Səbail rayonu,metro. 28 May,""
546374,2021-03-12,Yeni tikili,15 / 14,98,3,Kupçasız,125000,Vasitəçi / Rieltor,Xatai rayonu hezi aslanov metrosuna yaxin nepol kruguna catmamiw Zerife adina baxcanin yani yeni tikili 15 mertebesinin-14-cu mertebsinde yerlewen 98 kvm 2 otaq 3 otaqa duzelmiw super temirli yawanmamiw menzil satilir.menzilin qazi suyi iwigi daimidir.istilik kombidir sened muqavie yaxinlarda kupca verilir..Xidmet haqqi menzilin son qiymetinin 1%-ni teskil edir.Real aliciya giymetde daniwig yeri olacaq..,3,Bakı,Xətai rayonu,metro. Həzi Aslanov,""
547600,2021-03-12,Yeni tikili,20 / 10,86,2,Kupça,299000,Vasitəçi / Rieltor,"Yasamal rayonu, Mətbuat prospekti, Musabəyov parkı yaxınlığında inşa edilmiş  ŞOKOLAD TOWER.Möhtəşəm 20 mərtəbəli binanın 10 cu mərtəbəsində, ümumi sahəsi 86 kv.m. olan,2 otaqlı əla təmirli mənzil satılır. Təbii qazı, suyu və işığı daimi, sənədi isə kupcadır. Mənzil içindəki bütün əşyalarla birgə satılır. Binanın həyəti, 5 mərtəbəli avtoparkı, uşaqlar üçün nəzərdə tutulmuş əyləncə parkı və 24 saat mühafizə xidməti mövcuddur.",15,Bakı,Yasamal rayonu,metro. Elmlər Akademiyası,""
515953,2021-03-12,Yeni tikili,17 / 9,127,4,Kupça,168000,Vasitəçi / Rieltor,SƏNƏD KUPÇA! Qanuni 4 otaq! Bakı şəhəri Xətai rayonu Gəncə praspekti Fəridə şadlıq sarayının yanı Sərhəd qoşunları akademiyasının yanı.Metro Həzi Aslanovdan 7_8 dəqiqə piyada getmək olur.Yeni tikili qanuni 4 otaq əla təmirli mənzil satışa çıxdı! Qaz su işıq fasiləsiz! İstilik sistemi kombi!Pol parket! Binanın yer altı qarajı var.Binanın yaxınlıqında məktəb baxça marketlər və s infrastrukturlar mövcuddur! Qiymət bu gün üçün qanuni 4 otaq yeni tikili üçün münasibdir!Mənzilin sənədləri çıxarış və texpasport varıdı.İpatekaya yararlıdır!   Marşurutlar 21 44 48 60 62 104 132 sayli binanın 30 metrliyindən keçir!,5,Bakı,Xətai rayonu,Əhmədli,metro. Həzi Aslanov
547599,2021-03-12,Yeni tikili,16 / 11,160,4,Kupça,222000,Vasitəçi / Rieltor,"Tecili.Azadliq prospekti Nesimi polisinin arxasinda,pod mayak 4 otaq 160 kv menzil satilir. genish heyeti,siqma lift,ishiq,qaz su daimidir,kupca var. 1400 azn kv.",10,Bakı,Nəsimi rayonu,metro. 28 May,""
547598,2021-03-12,Yeni tikili,13 / 7,105,3,Kupçasız,165000,Vasitəçi / Rieltor,"Nərimanov rayonu , Gənclik Mall   yaxinliqinda ,Fətəlixan Xoyski kücəsində ,yeni tikili bina ,sənədlə qanuni 3 otaq ,7 ci mərtəbə ,təmirsiz (pod mayak) mənzil satilir. Binada işiq ,QAZ,su daimidir. Real müştəriyə endirim olacaq . Ətrafli məlumat almaq üçun zanq vurmaqiniz xaiş olunur.",12,Bakı,Nərimanov rayonu,metro. Gənclik,""
547597,2021-03-12,Köhnə tikili,9 / 4,90,3,Kupça,170000,Vasitəçi / Rieltor,"qaz+kupça !!!!!! eksperi̇mendal daş bi̇na .......
bakı şəhəri,həsən əliyev və azadlıq prospektinin kəsişməsində sahəsi 90 kvm olan 9 mərtəbəli tikilinin 4 cü mərtəbəsində 3 otaqlı mənzil təmirli və əşyaları ilə birlikdə satışa çıxarıldı. mənzil ortadir-yelçəkəndi̇r .  mənzil çox infrastrukturlu yerdə yerləşir. yaxınlığında yaşayış üçün lazım olan hər bir şərait mövcuddur-arket və apteklər,məktəb və bağçalar və s. şəhərin hər yerinə rahat gediş-gəliş mövcuddur. binanın düz yanında avtobus dayanacaqları var. 28 may və gənclik metrolarına yaxındır. təzə liftlə təmin edilib. qiymətdə danışmaq olar... ətraflı məlumat üçün wp və zəng 24 saat aktivdir",15,Bakı,Nərimanov rayonu,"",""
547595,2021-03-12,Yeni tikili,17 / 2,103,2,Kupçasız,145000,Vasitəçi / Rieltor,SATILIR!!! bineqedi rayonu 9cu Mikrorayonda Yangin sondurmeye yaxin yeni tikili 17mertebeli binanin 2ci mertebesinde SUPER temirli esiali 2otaqli menzil SATILIR!!! sekillerde gorduyunuz butun esialarla birlikde SATILIR!!! qaz su isiq daimidir istilik sistemi kombidir senet muqaviledir lazim olarsa tez bir zamanda CIXARIS (KUPCA) almag olar binanin etrafinda butun iyase obyektleri var elave suallar ucun zengler ve whatsapp aktivdir,10,Bakı,Binəqədi rayonu,9-cu mikrorayon,metro. Memar Əcəmi
547593,2021-03-12,Yeni tikili,14 / 5,97,2,Kupça,154000,Vasitəçi / Rieltor,"İPOTEKAYA YARARLI+KUPÇALI+QAZLI!!! Nizami metrosuna yaxın, Caspian Plazanın yanında Yeni Tikilmiş 14 mərtəbəli binanın 5-ci mərtəbəsində 2 otaqlı ümumi sahəsi 97 kv təmirsiz (podmayak) mənzil satılır..Qaz,su,işıq daimidir..Yeraltı parking mövcuddur..Zal çox böyükdür, Mətbəxi zala qatsanız 2 yataq otağı olacaq..Mənzilin şəhərə və Spartak stadionuna panoraması var..7/24 mühafizə sistemi var..Binanın yanında Caspian plaza (5metr), Bravo supermarket (30 metr) yerləşir..İpotekaya tam yararlıdır..28 may, Qış parkı,Nizami metrosuna yaxın ərazidədir..İstədiyiniz üslubda mənzilin təmirini də həyata keçirə bilərik..Real alıcılara qiymətdə endirim olacaq..Bu binada başqa mənzillərimiz də var...Ətraflı məlumat üçün əlaqə saxlayın!!",11,Bakı,Yasamal rayonu,metro. Nizami,""
547591,2021-03-12,Köhnə tikili,5 / 2,96,4,Kupça,129000,Əmlak sahibi,SAHIBINDEN!!!   Salam. Super temirli  4 otaqli genis   neftciler metro stansiyasinin yaninda ev teklif edirem. Evin senedleri kupcadi yerindedi. Ev 5 mertebeli binanin 2 mertebesinde yerlesir. Genis ayri ayri otaqli. Yelcekendir!! Sakit boyuk heyet.Masin ucun parking pulsuz! Usaqlar ucun eylence kaceliler var. Merkezi istilik sistemi. Etrafli melumat ucun,9,Bakı,Nizami rayonu,metro. Neftçilər,""
547590,2021-03-12,Yeni tikili,17 / 3,127,3,Kupça,190000,Vasitəçi / Rieltor,"20 Yanvar metrosunun yaxinliginda  Komfort  MTK-ta mexsus 17 mertebeli yeni yasayis kompleksinin 3-cu mertebesinde umumi sahesi 127 kvm olan 3 otaqli yaxsi temirli menzil satilir.Qazi,suyu,isigi daimidir.Istilik sistemi kombidir.Sened kupcadir.",12,Bakı,Nəsimi rayonu,metro. 20 Yanvar,""
527456,2021-03-12,Yeni tikili,17 / 9,67,2,Kupça,95000,Vasitəçi / Rieltor,H.Aslanov metrosunun cixiwinda qazli ve kupcali elit yawayiw komleksinda 17 mertabali binanin 9 cu mertabasinda 1 otaqin gozal 2 otaqa peredelkasi olan  super prayektli super temirli temirdan sonra yawayiw olmayan polu palid parket oboylari italya istehsali qapilari avropa qapisi olan MENZIL TECILI SATILIR QIYMATINDA  RAZILIQ YOLU VAR,10,Bakı,Xətai rayonu,Əhmədli,metro. Həzi Aslanov
547587,2021-03-12,Köhnə tikili,9 / 8,70,2,Kupça,88000,Vasitəçi / Rieltor,Yasamal r-nu Zahid Xəlilov kücəsi köhnə qızıl zavodunun yanında 98-ci mərtəbəsində Ekspermental pr .daş binada 2 otaqli normal təmirli mənzil TƏCİLİ satılır...Otaqlar və sanqovşaq ayrıdır....Əlavə məlumat ücün əlaqə saxlayın...,16,Bakı,Yasamal rayonu,metro. Elmlər Akademiyası,""
473363,2021-03-12,Yeni tikili,17 / 15,130,3,Kupça,175000,Vasitəçi / Rieltor,H.Aslanov metrosunun cixiwinda qazli ve kupcali elit yawayiw komleksinda 17 mertabali binanin 15 ci mertabasinda xususi bir dizayinla hazirlanmiw super prayektli super temirli 130 kv metralik 3 otaqli temirdan sonra yawayiw olmayan polu palid parket qapilari avropa qapisi oboylari Italya istehsali yelcekan (skvaznoy ) baxiwi praspekta metroya olan MENZIL TECILI SATILIR QIYMATINDA RAZILIQ YOLU VAR,6,Bakı,Xətai rayonu,Əhmədli,metro. Həzi Aslanov
315449,2021-03-12,Yeni tikili,10 / 4,63,3,Kupçasız,81000,Vasitəçi / Rieltor,H.Aslanov metrosunun cixiwinda 10 mertabali elit yawayiw binasinin 4 cu mertabasinda 63 kv metralik 1 otaqin gozal 3 otaqa peredelkasi olan super prayektli super temirli temirdan sonra yawayiw olmayan xususi bir dizayinla hazirlanmiw MENZIL TECILI SATILIR QIYMATINDA RAZILIQ YOLU VAR,12,Bakı,Xətai rayonu,Əhmədli,metro. Həzi Aslanov
506444,2021-03-12,Yeni tikili,11 / 4,70,2,Kupçasız,40500,Vasitəçi / Rieltor,"Bakı_Sumqayıt şosesi.Abşeron_Gənçlər şəhərçiyi.Ər_Riyad mebel evi ilə üz_üzə yerləşən yeni tikili mənzillər.Tam yaşayışlı 11mərt_li binanın 4cü mərt_də yerləşən,sahəsi 70kv m olan,iki otaq və mətbəxtdən ibarət,təmirsiz mənzil satılır.Binanın qazı,işıqı,suyu və lifti daimidir.Əlavə məlumat almaq ücün buyurub zəng edə bilərsiz.",18,Xırdalan ş.,"","",""
491361,2021-03-12,Yeni tikili,15 / 6,60,2,Kupçasız,102000,Vasitəçi / Rieltor,"Q.Qarayev metrosu etrafi,Planet sadliq saraynin yani.15mertebeli yeni tikili binanin 6ci mertebesinde yerlesen 1/2duzelme ela temirli menzil satilir.Menzilde temirden sora yasayis olmayib.Real musderiye endirim mumkundur.Etrafli melumat ucun elaqer saxlaya bilersiniz.  OFIS XIDMETT HAQQI 1%",9,Bakı,Nizami rayonu,metro. Qara Qarayev,""
491500,2021-03-12,Yeni tikili,17 / 13,64,2,Kupça,113000,Vasitəçi / Rieltor,Q.Qarayev m/s cixisi.Panda kidsin arxasi.Orbita mtk-inin insa etdiyi yeni tikili 17mertebeli  binanin 13cu mertebesinde yerlesen 1/2duzelme menz ela temirli satilir.Menzilde yasayis olmayib.Real musderi ile endirim mumkundur.Elave melumat ucun elaqe saxlaya bilersiniz.  OFIS XIDMETT HAQQI 1%,10,Bakı,Nizami rayonu,metro. Qara Qarayev,""
495213,2021-03-12,Yeni tikili,17 / 17,100,3,Kupçasız,140000,Vasitəçi / Rieltor,"Nizami Rayonu , Azer Manafov kucesi , Dogum Evinin yaxinliginda yerlesen yeni tikili binada qanuni 3 otaqli , neoklassik uslubda ela temirli , seliqeli menzil satilir.Binada daimi qaz, su, isiq var.Menzil sonuncu mertebedir , mansard deyil , 2 eded lift qalxir mertebeye ve Cixarilisda yasayis sahesi kimi qeyd olunacaq.Ipotekaya yararlidir.Elave melumat ucun elaqe saxlaya bilersiz.Xidmet haqqi 1 %-dir.Buyurun.",16,Bakı,Nizami rayonu,metro. Qara Qarayev,""
495443,2021-03-12,Yeni tikili,13 / 8,91,2,Kupça,145000,Vasitəçi / Rieltor,"Nefciler m/s etrafi,Star idman kompleksin yani.Elvin mtk-nin insaa etdiyi 13 mertebeli yeni tikili binada ela temirli qanuni 2 otaqli menzil satilir.Binada 7/24 muhafize xidmeti,avtomobiller ucun yer alti dayanacaq mexsusdur.Binada qaz,su,iwiq,daimidir.Menzilin Cixarilis(kupca)var.Real musderiye endirm mumkundur.Etrafli melumat ucun elaqe saxlaya bilersiniz.  OFIS XIDMETT HAQQI 1%",8,Bakı,Nizami rayonu,metro. Neftçilər,""
531128,2021-03-12,Yeni tikili,17 / 4,205,4,Kupça,300000,Vasitəçi / Rieltor,H.Aslanov metrosunun cixiwinda qazli ve kupcali elit yawayiw komleksinda 17 mertabali binanin 4 cu mertabasinda 4 otaqli 205 kv metralik (114 kv metralik 3 otaqla 91 kv metralik 2 otaqin birlawmasindan )  emala gelan super prayektli super temirli ewyalari ila birlkda baxiwi praspekta 2 sanuzeri ayri ayriliqda olanMENZIL TECILI SATILIR FIKRI CIDDI OLAN ADAMLA YENA BIR AZ QIYMATINDA DEYIWIKLIK ETMAK OLAR,10,Bakı,Xətai rayonu,Əhmədli,metro. Həzi Aslanov
547586,2021-03-12,Köhnə tikili,9 / 1,90,4,Kupça,110000,Vasitəçi / Rieltor,"7-li poliklinika yaxinliqinda S.E.Wirvani107 9 mertebeli kiev layiheli binanin 1-ci mertebesinde yaxwi temirli menzil satilir.binanin arxa terefinde 1.5 sot heyeti var.evden heyete cixiwi var.qaz,su,iwiq daimidir.merkezi istilik sistemi iwleyir.senedleri qaydasinadir.ipotekaya yararlidir.",11,Bakı,Nizami rayonu,metro. Xalqlar Dostluğu,""
499984,2021-03-12,Yeni tikili,17 / 14,64,2,Kupça,83200,Vasitəçi / Rieltor,"Q.Qarayev m/st cixisi,Panda kidsin yani.Orbita mtk-nin insaa etdiyi 17mertebeli yeni tikili binanin 14cu mertebesinde yerlesen 1/2duzelme menzil temirsiz(podmayak)satilir.Kompleksin 2 binasinda cixarilis(kupca)var.  Binada qaz,su,isiq daimidir.24saat muhafize xidmeti.Avtomobiller ucun yer alti dayanacaq.  Elave melumat ucun elaqe saxlaya bilersiniz.Menzilin temirsiz(podmayak)kv-qiymeti 1300azn.  OFIS XIDMETT HAQQI 1%",8,Bakı,Nizami rayonu,metro. Qara Qarayev,""
500033,2021-03-12,Yeni tikili,18 / 15,68,2,Kupça,90000,Vasitəçi / Rieltor,"Q.Qarayev m/st cixisi,Nebz klinikasinin yani.Imperiyal mtk-nin insaa etdiyi 18mertebeli yeni tikili binanin 15cu mertebesinde yerlesen 1/2duzelme menzil temirsiz(podmayak)satilir.Binada cixarilis(kupca)var.  Binada qaz,su,isiq daimidir.24saat muhafize xidmeti.Avtomobiller ucun yer alti dayanacaq.  Elave melumat ucun elaqe saxlaya bilersiniz.  OFIS XIDMETT HAQQI 1%",7,Bakı,Nizami rayonu,metro. Qara Qarayev,""
470286,2021-03-12,Yeni tikili,17 / 11,107,3,Kupça,132000,Vasitəçi / Rieltor,H.Aslanov metrosunun cixiwinda qazli ve kupcali elit yawayiw komleksinda 17 mertabali binanin 11 ci mertabasinda  ela temirli gir yawa ewyalari ila birlikda 107 kv metralik 3 otaqli MENZIL TECILI SATILIR,7,Bakı,Xətai rayonu,Əhmədli,metro. Həzi Aslanov
500038,2021-03-12,Yeni tikili,17 / 13,68,2,Kupça,92000,Vasitəçi / Rieltor,"Q.Qarayev m/st cixisi,Panda kidsin yani.Imperiyal mtk-nin insaa etdiyi 18mertebeli yeni tikili binanin 15cu mertebesinde yerlesen 1/2duzelme menzil temirsiz(podmayak)satilir.Binada cixarilis(kupca)var.  Binada qaz,su,isiq daimidir.24saat muhafize xidmeti.Avtomobiller ucun yer alti dayanacaq.  Elave melumat ucun elaqe saxlaya bilersiniz.  OFIS XIDMETT HAQQI 1%",6,Bakı,Nizami rayonu,metro. Qara Qarayev,""
506020,2021-03-12,Yeni tikili,16 / 8,132,4,Kupça,180000,Vasitəçi / Rieltor,"Qara Qarayev Metrosunun cixisinda Orbita Mtk terefinden insa olunan yeni tikili binada qanuni 4 otaqli , 132 kv sahede Podmayak menzil satilir.Binada daimi qaz , su ,isiq , 3 eded suretli lift , qapali heyet , yeralti qaraji var. Elave melumat ve diger tekliflerle bagli elaqe saxlaya bilersiz.Xidmet haqqi 1 %-dir.Buyurun.",8,Bakı,Nizami rayonu,metro. Qara Qarayev,""
507865,2021-03-12,Yeni tikili,17 / 16,62,2,Kupçasız,96000,Vasitəçi / Rieltor,"Xalqlar Metrosunun cixisinda yerlesen yeni tikili binanin 16-ci mertebesinde 1 otaqdan 2 oatag duzelme , ela temirli ve seliqeli menzil satilir.Binada daimi qaz ,su , isiq , 2 eded suretli lift var.Menzildeki butun esyalar qiymete daxildir.Elave melumat ucun elaqe saxlaya bilersiz.Xidmet haqqi 1 %-dir.Buyurun",7,Bakı,Nizami rayonu,metro. Xalqlar Dostluğu,""
505941,2021-03-12,Yeni tikili,16 / 11,72,2,Kupçasız,115000,Vasitəçi / Rieltor,"Qara Qarayev Etrafi , Bekir Cobanzade kucesi , Bona Dea Hospitalin yaninda yerlesen ve Orbita MTK terefinden insa olunmus yeni tikili binada 1 otaqdan 2 otaga duzelme , ela temirli , seliqeli menzil satilir.Menzil loft dizaynda temir edilmisdir.Binada daimi qaz , su , isiq , 2 eded suretli lift  var.Etrafli melumat ve diger teklifle bagli elaqe saxlaya bilersiz.Xidmet haqqi 1 %-dir.Buyurun.",5,Bakı,Nizami rayonu,metro. Qara Qarayev,""
505954,2021-03-12,Yeni tikili,16 / 7,104,3,Kupça,173000,Vasitəçi / Rieltor,"Qara Qarayev Etrafi , Bekir Cobanzade kucesi , Bona Dea Hospitalin yaninda yerlesen ve Orbita MTK terefinden insa olunmus yeni tikili binada qanuni 3 otaqli , ela temirli , seliqeli menzil satilir.Menzil loft dizaynda temir edilmisdir.Binada daimi qaz , su , isiq , 2 eded suretli lift  var.Etrafli melumat ve diger teklifle bagli elaqe saxlaya bilersiz.Xidmet haqqi 1 %-dir.Buyurun.",5,Bakı,Nizami rayonu,metro. Qara Qarayev,""
463592,2021-03-12,Yeni tikili,11 / 6,115,3,Kupça,166400,Vasitəçi / Rieltor,"Bineqedi rayonu 9 MKR Bolmart ve Fovarit marketin yaxinliginda yerlesen 11 mertebeli yeni tikili binanin 6 ci mertebesinde olan qanuni 3 otaqli temirli menzil tecili satilir.Menzil 1 qonaq otagi 2 yataq otagi 1 metbex 1 sanuzel 3 eyvandan ibaretdir.Menzilin temiri yuksek keyfiyyetli ve bahali materiallardan istifade olunub.Menzilin istilik sistemi kombidir.Binanin qazi suyu isigi ve lifti daimi islek veziyyetdedir.Binanin ve menzilin butun senedleri qaydasindair,kupca(cixaris var).Ipotekaya yararlidir.Elave melumat ucun qeyd olunan nomreler ile elaqe saxlaya bilersiniz.Real musteri ucun endirim olunacaq.",5,Bakı,Binəqədi rayonu,9-cu mikrorayon,metro. Memar Əcəmi
546310,2021-03-12,Yeni tikili,18 / 14,64,2,Kupçasız,92000,Vasitəçi / Rieltor,"metro Q.Qarayevdə Xarı bülbül restoranı yanı yeni binada 64kvm 2otağlı mənzil(düzəlmə)satılır.Bina yaşayış olan binadır,mənzildə qaz su işıq var,təmir yenidir yaşayış olmayıb.",6,Bakı,Nizami rayonu,8-ci kilometr,metro. Qara Qarayev
547583,2021-03-12,Köhnə tikili,5 / 2,36,1,Kupça,36500,Vasitəçi / Rieltor,Sumqayıt şəhər 5-ci mikrarayon 5/2 1otaq. Səliqəli təmirli Orta Mənzil satılır.Yol qırağı binadır. D.İ.S var. Qiymətə endirim haqqında mənzilə baxıb bəyəndikdən sonra danışılacaq.Əlavə məlumat üçün əlaqə saxlaya bilərsiniz.  Qiymət:36.500 azn,17,Sumqayıt,5-ci mikrorayon,"",""
502680,2021-03-12,Yeni tikili,17 / 12,94,3,Kupça,130000,Vasitəçi / Rieltor,Aslanov metrosuna yaxin Fehla prspektinda Nargila kafesina yaxin 17 mertabali qazli ve kupcali elit yawayiw binasinda 12 ci mertabasinda xususi bir dizayinla hazirlanmiw super prayektli super temirli temirdan sonra yawayiw olmayan 94 kv metralik 2 otaqin 3 otaqa gozal peredelkasi olan MENZIL TECILI SATILIR QIYMATINDA RAZILIQ YOLU VAR,8,Bakı,Xətai rayonu,Əhmədli,metro. Həzi Aslanov
547582,2021-03-12,Yeni tikili,11 / 6,67,2,Kupçasız,40000,Vasitəçi / Rieltor,"Bakı_Sumqayıt şosesi.Abşeron_Gənçlər şəhərçiyi.Ər_Riyad mebel evi ilə üz_üzə yerləşən yeni tikili mənzillər.Tam yaşayışlı 11mərt_li binanın 6cı mərt_də yerləşən,sahəsi 67kv m olan,üc otaqa yıqılmış,kombi sistemli,internet modem xəttli,təmirli mənzil satılır.Mənzilin qiymeti ilkin ödənişi 40000 azn olmaqla,109 ay 383 azn dir.Mənzilin qazı,işıqı,suyu və lifti daimidir.Əlavə məlumat almaq ücün buyurub zəng edə bilərsiniz.Mənzildə yalnız kombi sistemi,kondisoner və mətbəxt mebeli qalaçaq.",29,Xırdalan ş.,"","",""
547581,2021-03-12,Köhnə tikili,9 / 8,100,4,Kupça,165000,Vasitəçi / Rieltor,"Nərimanov rayonu, Təbriz küçəsi. Keçmiş Çapayev küçəsində Heydər Əliyev Mərkəzinin yanında yol qırağında yerləşən Leninqrad layihəli 9 mərtəbəli binanın orta blokunun 8-ci mərtəbəsində ümumi sahəsi 100 kvm olan 4 otaqlı yaxşı təmirli, skvaznoy-yelçəkən mənzil 165000 manata satılır. Mənzil hazır gir-yaşa evdir. Binanın həyəti dövlət tərəfindən düzəlib, park salınıb. Qaz, su, işıq problemi yoxdur, mərkəzi istilik sistemi var. Bina çox yaxşı ərazidə yerləşir. Mənzil ipotekaya yararlıdır.Real alıcıya cüzi endirim olacaq.",7,Bakı,Nərimanov rayonu,metro. Nəriman Nərimanov,""
548989,2021-03-13,Köhnə tikili,5 / 2,70,3,Kupça,140000,Vasitəçi / Rieltor,Ekslyuzıv !!M Nerımanov Mertopakın güz yanı 5/2 Daş Xruşov temırlı kombı,13,Bakı,Nərimanov rayonu,metro. Nəriman Nərimanov,""
548988,2021-03-13,Yeni tikili,6 / 5,98,2,Kupça,125000,Vasitəçi / Rieltor,Pad mayak 2otagı 3otaga düzəlib 70 % iş görülüb orta blok Lifti var ipoteka ilə götürmək olar təcili satılır,14,Bakı,Sabunçu rayonu,Bakıxanov qəs.,metro. Neftçilər
548985,2021-03-13,Köhnə tikili,9 / 8,50,2,Kupça,83000,Vasitəçi / Rieltor,Hezi Aslanov metrosu etrafi Cavansir kucesi ATS in yaninda 9 mertebeli lelinqrad lahiyyeli binanin 8 ci mertebesinde ela temirli radnoy 2 otaqli menzil o dan temir olunub temirden sonra yasayis olmayib polu taxta usten laminat bahali divar kagizlari sanuzeli turk istehsalli kafellenib mektebe baxcaya ticaret abyektlerine dayanacaga yaxin erazide yerlesir,9,Bakı,Xətai rayonu,H.Aslanon qəs.,metro. Həzi Aslanov
548982,2021-03-13,Köhnə tikili,9 / 6,80,3,Kupça,140000,Vasitəçi / Rieltor,"8-ci Mikrorayon Tenis Akademiyasinin  qarwisindaki sakit ve yawil heyeti olan leninqrad layiheli 9 mertebeli binanin 6-ci mertebesinde orta blokda yerlewen 3 otaqli ela temirli menzil satilir. menzilin dowemesi parketdir,  qaz,su, iwiq daimidir.  istilik sistemi merkezidir.  zal ve metbex eyvanlarla birlewdirilib. dehliz geniwlendirilib. yelceken, skvoznoy menzildir, son qiymet menzile baxiw kecirildikden sonra deqiqlewecek. menzilin senedi kupcadir (cixariw).ipotekaya yararlidir.",12,Bakı,Binəqədi rayonu,8-ci mikrorayon,metro. Azadlıq prospekti
473557,2021-03-13,Yeni tikili,12 / 12,82,2,Kupça,93000,Vasitəçi / Rieltor,Sumqayit ş 17 ci mehelle 12/12 ci mertebesi 2 otaq tam temirli pollari parket kombisi metbex mebeli var ev eşiyali da satilir nermanov kulubuna yola yaxin qazi suyu isiqi lifti daymi tecili satilir,7,Sumqayıt,17-ci məhəllə,"",""
548977,2021-03-13,Köhnə tikili,9 / 5,65,2,Kupça,68000,Vasitəçi / Rieltor,"Əhmədlidə Mehmandarov kucesinde normal temirli,orta kunc ev satilir.Menzil yola yaxin yerleşir.",17,Bakı,Xətai rayonu,Əhmədli,metro. Əhmədli
548976,2021-03-13,Köhnə tikili,5 / 1,45,2,Kupça,69000,Vasitəçi / Rieltor,"Neftciler Metrosuna Piyada mesafede yerlesen yeni tikili VIP binada ela temirli , 3 otaqli ve tam olaraq esyali menzil kiraye verilir.Binada daimi qaz,su , isiq ,suretli lift , qapali heyeti ve diger ustunlukleri var.Xidmet haqqi 20%-dir.Elave melumat ucun yalniz uzunmuddetli isteyen sexsler elaqe saxlaya biler .Buyurun.",13,Bakı,Nizami rayonu,metro. Neftçilər,""
548975,2021-03-13,Köhnə tikili,5 / 4,100,4,Kupça,99000,Vasitəçi / Rieltor,Temirli menzildir tecili satilir bazar qiymetinnen ashagidir. Kupcada 80m2 amma menzil 100m2 coxdur cunki hamam ve 2 eyvan kupcada gosterilmeyib. Bina  Ag saray  shadliq sarayi ile uz be uz yerleshir Heyder parkin yani. Hem bazara hem Xalqlar ve Neftciler m/st yaxindir.,11,Bakı,Nizami rayonu,8-ci kilometr,metro. Neftçilər
